Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I178287,C331610,Female,42,Cosmetics,5,203.3,1016.5,Cash,10/12/2022,Mall of Istanbul
I969139,C270294,Female,27,Food & Beverage,2,10.46,20.92,Cash,10/12/2022,Mall of Istanbul
I311387,C150954,Female,48,Food & Beverage,1,5.23,5.23,Cash,10/12/2022,Mall of Istanbul
I309624,C102230,Female,44,Food & Beverage,1,5.23,5.23,Cash,10/12/2022,Metropol AVM
I765221,C808998,Female,19,Shoes,4,2400.68,9602.72,Cash,10/12/2022,Kanyon
I179815,C205964,Female,36,Clothing,5,1500.4,7502,Cash,10/12/2022,Forum Istanbul
I100627,C132581,Male,54,Books,3,45.45,136.35,Debit Card,10/12/2022,Metrocity
I105518,C216087,Female,46,Food & Beverage,4,20.92,83.68,Debit Card,10/12/2022,Mall of Istanbul
I934680,C175809,Female,67,Clothing,5,1500.4,7502,Debit Card,10/12/2022,Kanyon
I276794,C337059,Female,30,Food & Beverage,1,5.23,5.23,Debit Card,10/12/2022,Mall of Istanbul
I738859,C214418,Male,26,Souvenir,2,23.46,46.92,Cash,10/12/2022,Mall of Istanbul
I300447,C301128,Female,20,Shoes,2,1200.34,2400.68,Credit Card,10/12/2022,Metrocity
I268599,C131328,Male,28,Clothing,3,900.24,2700.72,Cash,10/12/2022,Kanyon
I177955,C184396,Male,54,Food & Beverage,4,20.92,83.68,Credit Card,10/12/2022,Mall of Istanbul
I726718,C537588,Female,50,Toys,3,107.52,322.56,Credit Card,10/12/2022,Viaport Outlet
I513859,C124151,Female,60,Toys,3,107.52,322.56,Cash,10/12/2022,Emaar Square Mall
I222210,C929329,Male,25,Clothing,4,1200.32,4801.28,Debit Card,10/12/2022,Forum Istanbul
I266544,C252891,Female,69,Toys,1,35.84,35.84,Debit Card,10/12/2022,Mall of Istanbul
I265852,C135690,Male,31,Shoes,3,1800.51,5401.53,Cash,10/12/2022,Mall of Istanbul
I581146,C333988,Female,56,Clothing,5,1500.4,7502,Cash,11/12/2022,Viaport Outlet
I286110,C281244,Male,60,Clothing,4,1200.32,4801.28,Credit Card,11/12/2022,Metropol AVM
I196168,C657207,Female,19,Clothing,3,900.24,2700.72,Credit Card,11/12/2022,Kanyon
I150967,C296768,Male,21,Clothing,2,600.16,1200.32,Cash,11/12/2022,Cevahir AVM
I331526,C157463,Female,37,Souvenir,3,35.19,105.57,Credit Card,11/12/2022,Metropol AVM
I228498,C204985,Female,39,Toys,4,143.36,573.44,Credit Card,11/12/2022,Mall of Istanbul
I311467,C242816,Female,21,Food & Beverage,1,5.23,5.23,Debit Card,11/12/2022,Kanyon
I514556,C266042,Female,18,Toys,1,35.84,35.84,Cash,11/12/2022,Viaport Outlet
I984369,C299941,Female,63,Souvenir,2,23.46,46.92,Cash,11/12/2022,Mall of Istanbul
I340253,C122528,Male,59,Toys,2,71.68,143.36,Cash,11/12/2022,Zorlu Center
I628942,C229783,Female,52,Cosmetics,5,203.3,1016.5,Credit Card,11/12/2022,Kanyon
I652694,C180851,Female,44,Technology,5,5250,26250,Debit Card,11/12/2022,Kanyon
I336688,C187988,Female,65,Food & Beverage,4,20.92,83.68,Cash,11/12/2022,Metropol AVM
I234421,C676738,Female,46,Clothing,5,1500.4,7502,Credit Card,11/12/2022,Cevahir AVM
I181924,C193452,Female,31,Shoes,3,1800.51,5401.53,Cash,11/12/2022,Viaport Outlet
I258714,C200902,Male,32,Clothing,3,900.24,2700.72,Cash,11/12/2022,Mall of Istanbul
I721674,C300569,Female,22,Clothing,3,900.24,2700.72,Cash,11/12/2022,Mall of Istanbul
I117289,C151928,Female,28,Toys,3,107.52,322.56,Cash,11/12/2022,Kanyon
I449454,C266845,Female,48,Cosmetics,2,81.32,162.64,Cash,11/12/2022,Kanyon
I170174,C223946,Male,65,Clothing,1,300.08,300.08,Cash,11/12/2022,Kanyon
I422385,C136562,Female,48,Shoes,2,1200.34,2400.68,Cash,11/12/2022,Metropol AVM
I638469,C118774,Male,24,Food & Beverage,4,20.92,83.68,Debit Card,11/12/2022,Emaar Square Mall
I331457,C189721,Female,51,Food & Beverage,4,20.92,83.68,Cash,11/12/2022,Istinye Park
I181048,C101249,Female,60,Souvenir,2,23.46,46.92,Cash,11/12/2022,Istinye Park
I277107,C824174,Male,42,Food & Beverage,2,10.46,20.92,Debit Card,11/12/2022,Kanyon
I236770,C336244,Male,59,Souvenir,5,58.65,293.25,Cash,11/12/2022,Mall of Istanbul
I216498,C262866,Female,38,Food & Beverage,1,5.23,5.23,Credit Card,11/12/2022,Mall of Istanbul
I205890,C220666,Female,25,Souvenir,2,23.46,46.92,Credit Card,11/12/2022,Mall of Istanbul
I104784,C267963,Female,40,Clothing,2,600.16,1200.32,Credit Card,11/12/2022,Cevahir AVM
I161178,C127647,Female,65,Cosmetics,2,81.32,162.64,Credit Card,11/12/2022,Kanyon
I541293,C250878,Female,55,Books,1,15.15,15.15,Credit Card,11/12/2022,Mall of Istanbul
I247329,C137264,Female,21,Cosmetics,1,40.66,40.66,Cash,11/12/2022,Metrocity
I234600,C255760,Female,41,Souvenir,4,46.92,187.68,Cash,11/12/2022,Metropol AVM
I609205,C158544,Male,53,Toys,3,107.52,322.56,Cash,11/12/2022,Metrocity
I836965,C248354,Male,33,Toys,1,35.84,35.84,Cash,11/12/2022,Metrocity
I237147,C264502,Male,22,Toys,3,107.52,322.56,Cash,11/12/2022,Zorlu Center
I103929,C166679,Female,41,Cosmetics,4,162.64,650.56,Credit Card,11/12/2022,Istinye Park
I112479,C353040,Female,41,Toys,3,107.52,322.56,Credit Card,11/12/2022,Mall of Istanbul
I159762,C105929,Female,38,Food & Beverage,5,26.15,130.75,Debit Card,11/12/2022,Zorlu Center
I144812,C193551,Female,54,Cosmetics,2,81.32,162.64,Debit Card,11/12/2022,Mall of Istanbul
I176489,C252432,Female,29,Toys,4,143.36,573.44,Credit Card,11/12/2022,Zorlu Center
I622400,C659448,Female,60,Clothing,5,1500.4,7502,Cash,11/12/2022,Forum Istanbul
I872176,C224252,Female,36,Food & Beverage,4,20.92,83.68,Cash,11/12/2022,Mall of Istanbul
I126955,C152609,Female,33,Food & Beverage,4,20.92,83.68,Debit Card,11/12/2022,Kanyon
I180736,C301217,Female,58,Shoes,4,2400.68,9602.72,Cash,11/12/2022,Kanyon
I187742,C281206,Female,39,Shoes,3,1800.51,5401.53,Cash,11/12/2022,Mall of Istanbul
I507102,C170190,Female,60,Toys,4,143.36,573.44,Debit Card,11/12/2022,Istinye Park
I235150,C166851,Male,48,Toys,1,35.84,35.84,Cash,11/12/2022,Metrocity
I238422,C161101,Female,26,Toys,5,179.2,896,Debit Card,11/12/2022,Metropol AVM
I217418,C311996,Male,36,Books,5,75.75,378.75,Credit Card,11/12/2022,Kanyon
I664450,C139930,Male,53,Cosmetics,4,162.64,650.56,Credit Card,11/12/2022,Viaport Outlet
I688265,C666258,Female,38,Souvenir,4,46.92,187.68,Cash,11/12/2022,Mall of Istanbul
I137630,C219832,Female,21,Clothing,1,300.08,300.08,Debit Card,11/12/2022,Kanyon
I145948,C909960,Female,20,Food & Beverage,5,26.15,130.75,Cash,11/12/2022,Zorlu Center
I100267,C299948,Female,57,Cosmetics,4,162.64,650.56,Debit Card,11/12/2022,Kanyon
I339788,C126755,Female,31,Food & Beverage,3,15.69,47.07,Cash,11/12/2022,Forum Istanbul
I275084,C242999,Male,36,Cosmetics,2,81.32,162.64,Cash,11/12/2022,Metrocity
I259623,C556907,Male,18,Clothing,3,900.24,2700.72,Credit Card,11/12/2022,Mall of Istanbul
I323381,C151811,Female,57,Food & Beverage,3,15.69,47.07,Cash,11/12/2022,Metrocity
I287147,C132066,Male,31,Shoes,5,3000.85,15004.25,Credit Card,11/12/2022,Mall of Istanbul
I111384,C216989,Male,36,Shoes,3,1800.51,5401.53,Credit Card,11/12/2022,Mall of Istanbul
I130441,C169930,Male,61,Clothing,2,600.16,1200.32,Credit Card,11/12/2022,Forum Istanbul
I159469,C228684,Female,69,Food & Beverage,5,26.15,130.75,Cash,11/12/2022,Kanyon
I261130,C460393,Female,24,Clothing,5,1500.4,7502,Cash,11/12/2022,Mall of Istanbul
I879285,C320179,Female,65,Technology,3,3150,9450,Cash,11/12/2022,Mall of Istanbul
I205803,C969993,Female,66,Cosmetics,5,203.3,1016.5,Credit Card,11/12/2022,Forum Istanbul
I133886,C156553,Female,64,Clothing,1,300.08,300.08,Credit Card,11/12/2022,Zorlu Center
I162050,C249691,Female,45,Cosmetics,2,81.32,162.64,Cash,11/12/2022,Kanyon
I222354,C289236,Female,46,Clothing,3,900.24,2700.72,Debit Card,11/12/2022,Mall of Istanbul
I247639,C309948,Female,34,Cosmetics,2,81.32,162.64,Debit Card,11/12/2022,Cevahir AVM
I234107,C301652,Female,19,Shoes,2,1200.34,2400.68,Cash,11/12/2022,Mall of Istanbul
I311007,C256280,Female,56,Cosmetics,3,121.98,365.94,Credit Card,11/12/2022,Metrocity
I174698,C199971,Male,20,Clothing,1,300.08,300.08,Cash,11/12/2022,Mall of Istanbul
I142995,C156644,Female,53,Shoes,5,3000.85,15004.25,Cash,11/12/2022,Metropol AVM
I261846,C523722,Female,25,Clothing,5,1500.4,7502,Credit Card,11/12/2022,Kanyon
I826651,C319564,Female,25,Clothing,5,1500.4,7502,Cash,11/12/2022,Kanyon
I579489,C819629,Male,42,Toys,1,35.84,35.84,Debit Card,11/12/2022,Kanyon
I999139,C198200,Female,50,Clothing,4,1200.32,4801.28,Debit Card,11/12/2022,Kanyon
I116290,C264972,Male,29,Shoes,5,3000.85,15004.25,Debit Card,11/12/2022,Metropol AVM
I182015,C199924,Female,52,Cosmetics,2,81.32,162.64,Credit Card,11/12/2022,Mall of Istanbul
I321953,C261781,Male,48,Shoes,4,2400.68,9602.72,Credit Card,11/12/2022,Kanyon
I268345,C773330,Female,68,Shoes,1,600.17,600.17,Cash,11/12/2022,Istinye Park
I191568,C334119,Female,60,Cosmetics,3,121.98,365.94,Cash,11/12/2022,Emaar Square Mall
I171678,C153798,Female,64,Technology,3,3150,9450,Credit Card,11/12/2022,Zorlu Center
I979699,C905708,Male,53,Clothing,4,1200.32,4801.28,Cash,11/12/2022,Metrocity
I195231,C172317,Female,59,Cosmetics,1,40.66,40.66,Cash,11/12/2022,Emaar Square Mall
I331187,C703361,Female,37,Clothing,5,1500.4,7502,Credit Card,11/12/2022,Viaport Outlet
I117805,C200666,Female,50,Technology,5,5250,26250,Debit Card,11/12/2022,Metrocity
I210076,C980556,Male,64,Cosmetics,5,203.3,1016.5,Credit Card,11/12/2022,Forum Istanbul
I152800,C208051,Female,58,Toys,1,35.84,35.84,Cash,11/12/2022,Kanyon
I190830,C238519,Female,40,Souvenir,3,35.19,105.57,Cash,11/12/2022,Kanyon
I296438,C841416,Female,69,Cosmetics,3,121.98,365.94,Debit Card,11/12/2022,Mall of Istanbul
I803799,C913285,Female,24,Clothing,4,1200.32,4801.28,Credit Card,11/12/2022,Mall of Istanbul
I160389,C320031,Male,34,Clothing,5,1500.4,7502,Cash,11/12/2022,Kanyon
I238656,C288474,Male,51,Clothing,2,600.16,1200.32,Credit Card,11/12/2022,Metropol AVM
I195098,C168307,Male,36,Clothing,3,900.24,2700.72,Debit Card,11/12/2022,Viaport Outlet
I948066,C537320,Female,24,Books,1,15.15,15.15,Credit Card,11/12/2022,Mall of Istanbul
I166121,C320235,Female,31,Shoes,2,1200.34,2400.68,Cash,11/12/2022,Cevahir AVM
I320696,C584118,Female,34,Toys,4,143.36,573.44,Debit Card,11/12/2022,Metrocity
I146892,C178401,Female,51,Clothing,4,1200.32,4801.28,Credit Card,11/12/2022,Forum Istanbul
I324089,C784419,Female,63,Clothing,1,300.08,300.08,Cash,11/12/2022,Metrocity
I193125,C574947,Male,63,Souvenir,1,11.73,11.73,Credit Card,11/12/2022,Cevahir AVM
I239314,C309541,Female,29,Food & Beverage,3,15.69,47.07,Cash,11/12/2022,Kanyon
I163224,C146646,Female,48,Shoes,5,3000.85,15004.25,Cash,11/12/2022,Cevahir AVM
I374626,C908557,Female,46,Cosmetics,2,81.32,162.64,Cash,11/12/2022,Mall of Istanbul
I781030,C277035,Female,52,Food & Beverage,2,10.46,20.92,Credit Card,11/12/2022,Kanyon
I269824,C239160,Male,30,Clothing,5,1500.4,7502,Credit Card,11/12/2022,Forum Istanbul
I326848,C336242,Male,44,Shoes,2,1200.34,2400.68,Credit Card,11/12/2022,Kanyon
I256866,C100797,Female,31,Shoes,3,1800.51,5401.53,Cash,11/12/2022,Mall of Istanbul
I961674,C175690,Male,32,Technology,4,4200,16800,Cash,11/12/2022,Mall of Istanbul
I259565,C540368,Female,22,Cosmetics,5,203.3,1016.5,Credit Card,11/12/2022,Metrocity
I280194,C131491,Female,26,Cosmetics,3,121.98,365.94,Cash,11/12/2022,Mall of Istanbul
I222053,C209621,Female,49,Cosmetics,4,162.64,650.56,Cash,11/12/2022,Zorlu Center
I300686,C335380,Female,68,Clothing,3,900.24,2700.72,Cash,11/12/2022,Forum Istanbul
I196084,C315057,Female,51,Food & Beverage,4,20.92,83.68,Debit Card,11/12/2022,Mall of Istanbul
I914324,C239028,Male,30,Clothing,2,600.16,1200.32,Cash,11/12/2022,Mall of Istanbul
I165056,C962907,Male,35,Toys,3,107.52,322.56,Credit Card,11/12/2022,Metrocity
I140914,C295645,Female,26,Cosmetics,1,40.66,40.66,Cash,11/12/2022,Metropol AVM
I535548,C178630,Female,36,Toys,2,71.68,143.36,Cash,11/12/2022,Istinye Park
I106597,C111645,Female,60,Food & Beverage,5,26.15,130.75,Credit Card,11/12/2022,Zorlu Center
I120086,C233978,Female,27,Clothing,5,1500.4,7502,Credit Card,11/12/2022,Metropol AVM
I177035,C200933,Female,64,Clothing,4,1200.32,4801.28,Cash,11/12/2022,Mall of Istanbul
I112533,C338212,Male,61,Shoes,2,1200.34,2400.68,Credit Card,11/12/2022,Zorlu Center
I207078,C103700,Female,20,Food & Beverage,2,10.46,20.92,Credit Card,11/12/2022,Metropol AVM
I258624,C141891,Female,26,Clothing,3,900.24,2700.72,Cash,11/12/2022,Mall of Istanbul
I253715,C183531,Female,36,Clothing,1,300.08,300.08,Cash,11/12/2022,Mall of Istanbul
I239725,C950362,Female,68,Clothing,3,900.24,2700.72,Credit Card,11/12/2022,Metropol AVM
I871897,C207562,Female,34,Cosmetics,2,81.32,162.64,Debit Card,11/12/2022,Kanyon
I928947,C400486,Female,68,Technology,4,4200,16800,Cash,11/12/2022,Kanyon
I195058,C284453,Male,34,Clothing,2,600.16,1200.32,Cash,11/12/2022,Cevahir AVM
I422030,C277551,Male,60,Technology,4,4200,16800,Debit Card,11/12/2022,Metropol AVM
I773945,C677850,Female,55,Cosmetics,4,162.64,650.56,Cash,12/12/2022,Metropol AVM
I340002,C331539,Female,61,Cosmetics,2,81.32,162.64,Cash,12/12/2022,Forum Istanbul
I227550,C212483,Male,52,Toys,5,179.2,896,Cash,12/12/2022,Metrocity
I232977,C314806,Male,64,Cosmetics,3,121.98,365.94,Credit Card,12/12/2022,Istinye Park
I236128,C147380,Female,54,Food & Beverage,5,26.15,130.75,Credit Card,12/12/2022,Metropol AVM
I139696,C288010,Female,48,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Kanyon
I196042,C315526,Female,54,Clothing,1,300.08,300.08,Cash,12/12/2022,Istinye Park
I526958,C187946,Male,37,Toys,3,107.52,322.56,Cash,12/12/2022,Istinye Park
I328713,C260327,Female,36,Toys,5,179.2,896,Credit Card,12/12/2022,Mall of Istanbul
I225348,C334609,Female,26,Cosmetics,2,81.32,162.64,Cash,12/12/2022,Zorlu Center
I194240,C711328,Male,51,Toys,3,107.52,322.56,Credit Card,12/12/2022,Metrocity
I986488,C119107,Male,63,Food & Beverage,3,15.69,47.07,Cash,12/12/2022,Istinye Park
I240021,C196870,Female,56,Clothing,4,1200.32,4801.28,Cash,12/12/2022,Metropol AVM
I339372,C135804,Male,66,Cosmetics,4,162.64,650.56,Debit Card,12/12/2022,Emaar Square Mall
I788301,C928981,Female,40,Clothing,1,300.08,300.08,Credit Card,12/12/2022,Viaport Outlet
I193609,C882313,Female,21,Shoes,4,2400.68,9602.72,Cash,12/12/2022,Istinye Park
I279945,C855622,Male,24,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Metrocity
I145458,C169182,Male,30,Cosmetics,4,162.64,650.56,Cash,12/12/2022,Metrocity
I247074,C269189,Male,37,Cosmetics,4,162.64,650.56,Credit Card,12/12/2022,Metrocity
I188997,C254052,Female,43,Cosmetics,5,203.3,1016.5,Credit Card,12/12/2022,Emaar Square Mall
I585712,C172534,Female,42,Books,1,15.15,15.15,Credit Card,12/12/2022,Istinye Park
I110784,C266761,Female,45,Technology,5,5250,26250,Cash,12/12/2022,Mall of Istanbul
I324503,C245078,Female,52,Clothing,5,1500.4,7502,Debit Card,12/12/2022,Istinye Park
I160790,C220135,Female,24,Food & Beverage,5,26.15,130.75,Cash,12/12/2022,Emaar Square Mall
I102427,C309294,Male,41,Souvenir,5,58.65,293.25,Debit Card,12/12/2022,Mall of Istanbul
I220101,C745204,Female,65,Clothing,4,1200.32,4801.28,Debit Card,12/12/2022,Kanyon
I142132,C555117,Male,40,Shoes,1,600.17,600.17,Debit Card,12/12/2022,Metropol AVM
I101263,C268120,Male,69,Food & Beverage,4,20.92,83.68,Credit Card,12/12/2022,Mall of Istanbul
I554630,C596323,Male,69,Cosmetics,5,203.3,1016.5,Credit Card,12/12/2022,Viaport Outlet
I193788,C177132,Male,49,Cosmetics,2,81.32,162.64,Cash,12/12/2022,Forum Istanbul
I117017,C214600,Male,60,Cosmetics,2,81.32,162.64,Debit Card,12/12/2022,Istinye Park
I330656,C163906,Female,48,Clothing,3,900.24,2700.72,Cash,12/12/2022,Kanyon
I165694,C263656,Male,35,Toys,2,71.68,143.36,Credit Card,12/12/2022,Metrocity
I146711,C332863,Female,32,Clothing,5,1500.4,7502,Cash,12/12/2022,Mall of Istanbul
I101301,C211329,Male,39,Food & Beverage,5,26.15,130.75,Credit Card,12/12/2022,Kanyon
I283547,C250996,Male,62,Clothing,4,1200.32,4801.28,Cash,12/12/2022,Metropol AVM
I203594,C697348,Female,42,Clothing,4,1200.32,4801.28,Cash,12/12/2022,Mall of Istanbul
I290560,C702497,Male,51,Technology,2,2100,4200,Cash,12/12/2022,Mall of Istanbul
I134040,C137467,Male,42,Souvenir,3,35.19,105.57,Credit Card,12/12/2022,Istinye Park
I249269,C160155,Female,20,Clothing,3,900.24,2700.72,Debit Card,12/12/2022,Istinye Park
I265738,C707635,Female,44,Technology,1,1050,1050,Cash,12/12/2022,Mall of Istanbul
I157794,C192632,Female,56,Clothing,1,300.08,300.08,Cash,12/12/2022,Istinye Park
I220291,C143862,Female,68,Souvenir,3,35.19,105.57,Credit Card,12/12/2022,Kanyon
I120618,C446396,Female,52,Toys,1,35.84,35.84,Cash,12/12/2022,Kanyon
I133929,C225704,Male,37,Clothing,3,900.24,2700.72,Cash,12/12/2022,Forum Istanbul
I261471,C117578,Male,38,Clothing,4,1200.32,4801.28,Credit Card,12/12/2022,Viaport Outlet
I769835,C578845,Female,32,Clothing,3,900.24,2700.72,Credit Card,12/12/2022,Istinye Park
I251091,C299949,Male,51,Cosmetics,4,162.64,650.56,Credit Card,12/12/2022,Mall of Istanbul
I128934,C319821,Female,25,Clothing,3,900.24,2700.72,Cash,12/12/2022,Metrocity
I960419,C274145,Female,27,Shoes,4,2400.68,9602.72,Credit Card,12/12/2022,Metropol AVM
I211586,C272702,Male,43,Cosmetics,3,121.98,365.94,Cash,12/12/2022,Metrocity
I186317,C188417,Female,50,Books,4,60.6,242.4,Credit Card,12/12/2022,Metrocity
I305505,C725074,Male,68,Toys,2,71.68,143.36,Cash,12/12/2022,Metrocity
I297264,C240731,Male,49,Clothing,4,1200.32,4801.28,Credit Card,12/12/2022,Istinye Park
I655633,C527892,Male,69,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Kanyon
I120956,C104022,Female,48,Clothing,1,300.08,300.08,Credit Card,12/12/2022,Kanyon
I238870,C532548,Female,53,Toys,3,107.52,322.56,Cash,12/12/2022,Kanyon
I902384,C383714,Female,30,Cosmetics,5,203.3,1016.5,Cash,12/12/2022,Metrocity
I270915,C562535,Female,41,Books,2,30.3,60.6,Cash,12/12/2022,Istinye Park
I162456,C272630,Female,35,Toys,2,71.68,143.36,Cash,12/12/2022,Forum Istanbul
I331048,C282549,Female,54,Food & Beverage,3,15.69,47.07,Credit Card,12/12/2022,Istinye Park
I201608,C153622,Female,54,Toys,4,143.36,573.44,Debit Card,12/12/2022,Kanyon
I281629,C330566,Male,21,Clothing,5,1500.4,7502,Debit Card,12/12/2022,Istinye Park
I181227,C161359,Male,66,Clothing,2,600.16,1200.32,Debit Card,12/12/2022,Metrocity
I555843,C314904,Male,53,Cosmetics,2,81.32,162.64,Credit Card,12/12/2022,Cevahir AVM
I205489,C188169,Female,41,Clothing,4,1200.32,4801.28,Debit Card,12/12/2022,Kanyon
I152658,C321620,Female,33,Technology,4,4200,16800,Debit Card,12/12/2022,Metropol AVM
I321883,C255567,Male,30,Shoes,1,600.17,600.17,Debit Card,12/12/2022,Metropol AVM
I237260,C315376,Male,24,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Kanyon
I310689,C283641,Male,19,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Mall of Istanbul
I321191,C117369,Female,43,Books,3,45.45,136.35,Credit Card,12/12/2022,Metrocity
I156575,C949801,Male,45,Technology,5,5250,26250,Credit Card,12/12/2022,Metrocity
I146846,C235746,Female,34,Cosmetics,4,162.64,650.56,Debit Card,12/12/2022,Mall of Istanbul
I333509,C333247,Male,55,Clothing,5,1500.4,7502,Credit Card,12/12/2022,Mall of Istanbul
I264716,C309681,Female,30,Clothing,5,1500.4,7502,Credit Card,12/12/2022,Emaar Square Mall
I514025,C146159,Female,41,Food & Beverage,2,10.46,20.92,Cash,12/12/2022,Mall of Istanbul
I337557,C302259,Female,30,Clothing,4,1200.32,4801.28,Debit Card,12/12/2022,Mall of Istanbul
I672060,C464396,Female,44,Toys,2,71.68,143.36,Cash,12/12/2022,Metropol AVM
I201731,C301330,Female,55,Food & Beverage,3,15.69,47.07,Cash,12/12/2022,Kanyon
I293929,C959143,Male,66,Shoes,5,3000.85,15004.25,Debit Card,12/12/2022,Mall of Istanbul
I100294,C277127,Male,52,Food & Beverage,3,15.69,47.07,Cash,12/12/2022,Istinye Park
I664514,C105748,Female,57,Clothing,3,900.24,2700.72,Credit Card,12/12/2022,Istinye Park
I612464,C217252,Female,53,Toys,3,107.52,322.56,Cash,12/12/2022,Cevahir AVM
I769180,C294369,Male,31,Cosmetics,1,40.66,40.66,Debit Card,12/12/2022,Viaport Outlet
I644498,C179452,Female,68,Clothing,5,1500.4,7502,Credit Card,12/12/2022,Metropol AVM
I831157,C778201,Female,42,Cosmetics,3,121.98,365.94,Credit Card,12/12/2022,Metrocity
I351336,C289346,Female,27,Clothing,1,300.08,300.08,Debit Card,12/12/2022,Metrocity
I262929,C776879,Female,35,Clothing,2,600.16,1200.32,Cash,12/12/2022,Zorlu Center
I230689,C165376,Female,64,Books,5,75.75,378.75,Credit Card,12/12/2022,Metrocity
I119120,C272580,Female,50,Food & Beverage,4,20.92,83.68,Cash,12/12/2022,Viaport Outlet
I234101,C274311,Male,43,Food & Beverage,5,26.15,130.75,Cash,12/12/2022,Metrocity
I324553,C115321,Male,57,Cosmetics,5,203.3,1016.5,Cash,12/12/2022,Cevahir AVM
I182316,C145739,Female,25,Clothing,1,300.08,300.08,Credit Card,12/12/2022,Mall of Istanbul
I328660,C185779,Female,48,Technology,4,4200,16800,Cash,12/12/2022,Kanyon
I123269,C123725,Female,41,Cosmetics,1,40.66,40.66,Cash,12/12/2022,Metropol AVM
I201437,C244194,Female,52,Clothing,4,1200.32,4801.28,Cash,12/12/2022,Forum Istanbul
I168484,C503068,Male,38,Clothing,1,300.08,300.08,Credit Card,12/12/2022,Kanyon
I253122,C258157,Male,47,Technology,4,4200,16800,Credit Card,12/12/2022,Metrocity
I310172,C266164,Male,35,Technology,5,5250,26250,Debit Card,12/12/2022,Viaport Outlet
I254623,C291030,Female,69,Toys,4,143.36,573.44,Cash,12/12/2022,Mall of Istanbul
I103972,C116003,Female,53,Shoes,5,3000.85,15004.25,Credit Card,12/12/2022,Zorlu Center
I104340,C117737,Male,25,Souvenir,5,58.65,293.25,Credit Card,12/12/2022,Mall of Istanbul
I159649,C263524,Female,48,Shoes,3,1800.51,5401.53,Cash,12/12/2022,Mall of Istanbul
I780712,C183125,Male,62,Clothing,2,600.16,1200.32,Cash,12/12/2022,Metropol AVM
I666041,C131714,Female,53,Toys,2,71.68,143.36,Cash,12/12/2022,Viaport Outlet
I162120,C227045,Female,42,Clothing,4,1200.32,4801.28,Cash,12/12/2022,Kanyon
I219809,C265441,Male,23,Souvenir,2,23.46,46.92,Debit Card,13/12/2022,Kanyon
I252366,C146330,Female,21,Souvenir,3,35.19,105.57,Cash,13/12/2022,Metrocity
I127183,C327021,Male,64,Technology,1,1050,1050,Cash,13/12/2022,Metrocity
I220157,C870347,Female,20,Cosmetics,2,81.32,162.64,Cash,13/12/2022,Metrocity
I317948,C291741,Male,55,Clothing,4,1200.32,4801.28,Cash,13/12/2022,Metrocity
I147553,C113828,Male,56,Clothing,5,1500.4,7502,Credit Card,13/12/2022,Mall of Istanbul
I295364,C190074,Female,53,Food & Beverage,3,15.69,47.07,Cash,13/12/2022,Metropol AVM
I673113,C159787,Female,45,Shoes,3,1800.51,5401.53,Credit Card,13/12/2022,Istinye Park
I104198,C108005,Female,47,Toys,4,143.36,573.44,Cash,13/12/2022,Metropol AVM
I337737,C732125,Male,53,Clothing,4,1200.32,4801.28,Debit Card,13/12/2022,Istinye Park
I110183,C236466,Female,62,Shoes,4,2400.68,9602.72,Credit Card,13/12/2022,Metrocity
I229957,C195039,Male,18,Shoes,3,1800.51,5401.53,Debit Card,13/12/2022,Metrocity
I300962,C333344,Male,42,Clothing,3,900.24,2700.72,Debit Card,13/12/2022,Metropol AVM
I309632,C154808,Male,22,Souvenir,2,23.46,46.92,Cash,13/12/2022,Istinye Park
I331312,C311249,Female,41,Cosmetics,5,203.3,1016.5,Debit Card,13/12/2022,Metrocity
I258829,C127185,Male,24,Books,5,75.75,378.75,Cash,13/12/2022,Kanyon
I779982,C166315,Male,18,Shoes,1,600.17,600.17,Cash,13/12/2022,Zorlu Center
I147175,C179593,Female,19,Shoes,1,600.17,600.17,Cash,13/12/2022,Zorlu Center
I102059,C297169,Female,45,Souvenir,3,35.19,105.57,Cash,13/12/2022,Cevahir AVM
I499049,C168631,Male,41,Clothing,3,900.24,2700.72,Debit Card,13/12/2022,Forum Istanbul
I202046,C200439,Female,57,Clothing,1,300.08,300.08,Cash,13/12/2022,Istinye Park
I309201,C233823,Female,68,Cosmetics,5,203.3,1016.5,Cash,13/12/2022,Metropol AVM
I239286,C181773,Female,54,Books,5,75.75,378.75,Cash,13/12/2022,Zorlu Center
I539021,C249223,Female,51,Shoes,2,1200.34,2400.68,Cash,13/12/2022,Mall of Istanbul
I123246,C300935,Male,31,Toys,2,71.68,143.36,Credit Card,13/12/2022,Metrocity
I165790,C180176,Male,37,Shoes,1,600.17,600.17,Cash,13/12/2022,Kanyon
I266761,C920042,Female,38,Clothing,5,1500.4,7502,Cash,13/12/2022,Kanyon
I275854,C226397,Female,61,Technology,3,3150,9450,Cash,13/12/2022,Istinye Park
I256791,C337300,Male,35,Food & Beverage,3,15.69,47.07,Credit Card,13/12/2022,Kanyon
